Degrees C,Degrees F,Humidity,Timestamp
24.42,75.96,59.99,2022-07-06 07:05:02
23.96,75.13,60.99,2022-07-06 08:05:02
23.83,74.89,62.64,2022-07-06 09:05:02
23.84,74.91,63.68,2022-07-06 10:05:02
24.86,76.75,62.01,2022-07-06 11:05:02
25.65,78.17,59.52,2022-07-06 12:05:02
26.14,79.05,58.17,2022-07-06 13:05:02
26.46,79.63,57.28,2022-07-06 14:05:02
26.77,80.19,56.63,2022-07-06 15:05:02
27.04,80.67,56.65,2022-07-06 16:05:03
27.22,81.0,56.39,2022-07-06 17:05:02
27.44,81.39,56.15,2022-07-06 18:05:02
27.58,81.64,55.87,2022-07-06 19:05:02
27.69,81.84,55.72,2022-07-06 20:05:02
27.78,82.0,55.24,2022-07-06 21:05:02
27.85,82.13,55.19,2022-07-06 22:05:02
27.9,82.22,54.86,2022-07-06 23:05:02
27.94,82.29,54.7,2022-07-07 00:05:02
27.94,82.29,54.61,2022-07-07 01:05:02
27.92,82.26,54.48,2022-07-07 02:05:02
27.94,82.29,54.38,2022-07-07 03:05:02
27.88,82.18,54.35,2022-07-07 04:05:02
27.83,82.09,54.39,2022-07-07 05:05:02
27.81,82.06,54.22,2022-07-07 06:05:03
27.84,82.11,53.98,2022-07-07 07:05:02
27.92,82.26,53.92,2022-07-07 08:05:01
28.05,82.49,53.88,2022-07-07 09:05:02
28.35,83.03,53.23,2022-07-07 10:05:02
28.54,83.37,52.85,2022-07-07 11:05:02
28.66,83.59,52.98,2022-07-07 12:05:02
28.76,83.77,52.79,2022-07-07 13:05:02
28.85,83.93,52.87,2022-07-07 14:05:02
29.0,84.2,52.98,2022-07-07 15:05:02
29.09,84.36,52.56,2022-07-07 16:05:02
29.19,84.54,52.77,2022-07-07 17:05:02
29.32,84.78,53.15,2022-07-07 18:05:02
29.41,84.94,52.3,2022-07-07 19:05:02
29.48,85.06,52.88,2022-07-07 20:05:02
29.52,85.14,52.36,2022-07-07 21:05:02
29.55,85.19,52.22,2022-07-07 22:05:03
29.57,85.23,52.34,2022-07-07 23:05:02
29.57,85.23,52.37,2022-07-08 00:05:01
29.55,85.19,52.3,2022-07-08 01:05:02
29.57,85.23,52.44,2022-07-08 02:05:02
29.53,85.15,52.35,2022-07-08 03:05:02
29.48,85.06,52.28,2022-07-08 04:05:02
29.42,84.96,52.44,2022-07-08 05:05:02
29.33,84.79,52.54,2022-07-08 06:05:02
29.3,84.74,52.48,2022-07-08 07:05:02
29.3,84.74,52.29,2022-07-08 08:05:02
29.59,85.26,51.93,2022-07-08 09:05:02
29.86,85.75,51.6,2022-07-08 10:05:02
29.84,85.71,51.45,2022-07-08 11:05:03
29.77,85.59,51.45,2022-07-08 12:05:02
29.77,85.59,51.55,2022-07-08 13:05:02
29.79,85.62,51.46,2022-07-08 14:05:02
29.79,85.62,51.41,2022-07-08 15:05:02
29.74,85.53,51.83,2022-07-08 16:05:02
29.76,85.57,53.22,2022-07-08 17:05:02
29.89,85.8,53.93,2022-07-08 18:05:02
29.83,85.69,54.14,2022-07-08 19:05:02
29.85,85.73,53.74,2022-07-08 20:05:02
29.85,85.73,53.55,2022-07-08 21:05:02
29.28,84.7,51.84,2022-07-08 22:05:02
27.9,82.22,55.04,2022-07-08 23:05:02
27.02,80.64,57.25,2022-07-09 00:05:02
26.17,79.11,57.22,2022-07-09 01:05:02
25.37,77.67,60.04,2022-07-09 02:05:02
24.66,76.39,63.63,2022-07-09 03:05:02
24.25,75.65,66.18,2022-07-09 04:05:02
23.97,75.15,66.8,2022-07-09 05:05:02
23.53,74.35,68.01,2022-07-09 06:05:02
25.33,77.59,61.91,2022-07-09 07:05:02
25.02,77.04,59.0,2022-07-09 08:05:02
26.33,79.39,52.94,2022-07-09 09:05:02
27.09,80.76,56.11,2022-07-09 10:05:02
27.62,81.72,57.66,2022-07-09 11:05:02
27.92,82.26,57.94,2022-07-09 12:05:02
28.03,82.45,56.57,2022-07-09 13:05:02
28.26,82.87,57.51,2022-07-09 14:05:02
28.41,83.14,56.32,2022-07-09 15:05:02
28.64,83.55,56.04,2022-07-09 16:05:02
28.83,83.89,55.82,2022-07-09 17:05:01
29.04,84.27,55.39,2022-07-09 18:05:02
29.13,84.43,55.31,2022-07-09 19:05:02
29.23,84.61,55.16,2022-07-09 20:05:02
29.29,84.72,55.06,2022-07-09 21:05:02
29.43,84.97,55.12,2022-07-09 22:05:02
29.35,84.83,53.19,2022-07-09 23:05:02
27.87,82.17,51.06,2022-07-10 00:05:02
27.04,80.67,52.98,2022-07-10 01:05:02
26.61,79.9,53.08,2022-07-10 02:05:02
26.11,79.0,52.5,2022-07-10 03:05:02
25.7,78.26,52.63,2022-07-10 04:05:02
25.29,77.52,52.77,2022-07-10 05:05:01
24.93,76.87,53.14,2022-07-10 06:05:02
24.77,76.59,54.15,2022-07-10 07:05:02
25.06,77.11,57.43,2022-07-10 08:05:01
25.63,78.13,59.36,2022-07-10 09:05:02
26.7,80.06,58.08,2022-07-10 10:05:02
27.15,80.87,57.42,2022-07-10 11:05:02
27.54,81.57,57.26,2022-07-10 12:05:02
27.85,82.13,58.0,2022-07-10 13:05:02
28.17,82.71,57.78,2022-07-10 14:05:02
28.61,83.5,57.55,2022-07-10 15:05:02
28.82,83.88,55.29,2022-07-10 16:05:02
28.66,83.59,54.73,2022-07-10 17:05:02
28.63,83.53,56.14,2022-07-10 18:05:02
28.71,83.68,55.88,2022-07-10 19:05:01
28.72,83.7,55.69,2022-07-10 20:05:02
28.79,83.82,55.62,2022-07-10 21:05:02
28.81,83.86,55.66,2022-07-10 22:05:02
28.82,83.88,55.51,2022-07-10 23:05:02
28.86,83.95,55.28,2022-07-11 00:05:02
28.84,83.91,55.28,2022-07-11 01:05:02
28.83,83.89,55.28,2022-07-11 02:05:02
28.79,83.82,54.54,2022-07-11 03:05:02
28.63,83.53,54.48,2022-07-11 04:05:02
27.44,81.39,65.05,2022-07-11 05:05:02
26.54,79.77,67.85,2022-07-11 06:05:02
27.17,80.91,65.73,2022-07-11 07:05:02
26.97,80.55,65.96,2022-07-11 08:05:02
27.72,81.9,62.92,2022-07-11 09:05:02
27.99,82.38,60.95,2022-07-11 10:05:02
28.89,84.0,54.11,2022-07-11 11:05:02
29.16,84.49,54.61,2022-07-11 12:05:02
29.21,84.58,55.8,2022-07-11 13:05:02
29.24,84.63,56.09,2022-07-11 14:05:02
29.26,84.67,56.09,2022-07-11 15:05:02
29.3,84.74,55.97,2022-07-11 16:05:02
29.01,84.22,41.41,2022-07-11 17:05:02
28.59,83.46,39.9,2022-07-11 18:05:02
27.33,81.19,45.63,2022-07-11 19:05:02
26.45,79.61,49.43,2022-07-11 20:05:02
25.72,78.3,46.93,2022-07-11 21:05:02
25.18,77.32,49.12,2022-07-11 22:05:02
24.84,76.71,51.73,2022-07-11 23:05:02
24.38,75.88,53.39,2022-07-12 00:05:02
23.95,75.11,53.43,2022-07-12 01:05:02
23.6,74.48,54.68,2022-07-12 02:05:02
23.35,74.03,57.47,2022-07-12 03:05:02
23.38,74.08,57.96,2022-07-12 04:05:02
23.41,74.14,58.58,2022-07-12 05:05:02
23.41,74.14,58.68,2022-07-12 06:05:02
24.67,76.41,55.62,2022-07-12 07:05:02
25.04,77.07,56.32,2022-07-12 08:05:02
26.02,78.84,54.51,2022-07-12 09:05:02
26.71,80.08,53.31,2022-07-12 10:05:02
27.19,80.94,52.57,2022-07-12 11:05:02
27.2,80.96,50.45,2022-07-12 12:05:02
27.02,80.64,49.26,2022-07-12 13:05:02
26.87,80.37,48.84,2022-07-12 14:05:02
26.76,80.17,48.56,2022-07-12 15:05:02
26.66,79.99,48.57,2022-07-12 16:05:02
26.69,80.04,48.84,2022-07-12 17:05:02
26.69,80.04,48.72,2022-07-12 18:05:02
26.67,80.01,48.64,2022-07-12 19:05:02
26.94,80.49,51.73,2022-07-12 20:05:02
25.88,78.58,59.54,2022-07-12 21:05:02
25.31,77.56,59.96,2022-07-12 22:05:02
25.02,77.04,60.58,2022-07-12 23:05:02
24.72,76.5,60.86,2022-07-13 00:05:02
24.42,75.96,60.57,2022-07-13 01:05:02
24.17,75.51,61.28,2022-07-13 02:05:02
23.88,74.98,61.68,2022-07-13 03:05:02
23.66,74.59,62.87,2022-07-13 04:05:02
23.4,74.12,61.25,2022-07-13 05:05:02
22.95,73.31,60.66,2022-07-13 06:05:02
24.41,75.94,57.95,2022-07-13 07:05:02
24.85,76.73,59.72,2022-07-13 08:05:02
25.85,78.53,57.6,2022-07-13 09:05:01
26.61,79.9,56.47,2022-07-13 10:05:02
27.04,80.67,55.76,2022-07-13 11:05:02
27.29,81.12,55.15,2022-07-13 12:05:02
27.47,81.45,54.84,2022-07-13 13:05:02
27.59,81.66,54.76,2022-07-13 14:05:02
27.72,81.9,54.92,2022-07-13 15:05:02
27.97,82.35,54.9,2022-07-13 16:05:02
28.07,82.53,54.74,2022-07-13 17:05:02
28.17,82.71,54.62,2022-07-13 18:05:02
27.85,82.13,49.45,2022-07-13 19:05:02
26.28,79.3,50.47,2022-07-13 20:05:02
25.96,78.73,52.47,2022-07-13 21:05:02
25.62,78.12,52.98,2022-07-13 22:05:02
25.28,77.5,54.14,2022-07-13 23:05:02
24.98,76.96,54.38,2022-07-14 00:05:02
24.63,76.33,55.16,2022-07-14 01:05:02
24.26,75.67,55.85,2022-07-14 02:05:02
24.09,75.36,56.16,2022-07-14 03:05:02
23.77,74.79,55.75,2022-07-14 04:05:02
23.41,74.14,55.84,2022-07-14 05:05:02
23.26,73.87,57.02,2022-07-14 06:05:02
25.09,77.16,54.99,2022-07-14 07:05:02
25.58,78.04,54.65,2022-07-14 08:05:02
26.5,79.7,53.25,2022-07-14 09:05:02
27.1,80.78,52.62,2022-07-14 10:05:01
27.44,81.39,52.37,2022-07-14 11:05:02
27.67,81.81,52.21,2022-07-14 12:05:02
27.86,82.15,51.99,2022-07-14 13:05:02
28.0,82.4,52.01,2022-07-14 14:05:01
27.44,81.39,45.24,2022-07-14 15:05:02
26.54,79.77,43.71,2022-07-14 16:05:02
25.77,78.39,42.3,2022-07-14 17:05:02
25.09,77.16,40.81,2022-07-14 18:05:02
24.98,76.96,43.11,2022-07-14 19:05:02
24.73,76.51,42.18,2022-07-14 20:05:02
24.54,76.17,41.91,2022-07-14 21:05:02
24.95,76.91,44.74,2022-07-14 22:05:02
25.28,77.5,45.72,2022-07-14 23:05:02
25.54,77.97,46.35,2022-07-15 00:05:02
25.73,78.31,47.25,2022-07-15 01:05:02
25.92,78.66,47.43,2022-07-15 02:05:02
26.06,78.91,47.77,2022-07-15 03:05:01
26.18,79.12,48.09,2022-07-15 04:05:02
25.59,78.06,58.11,2022-07-15 05:05:02
25.68,78.22,56.25,2022-07-15 06:05:02
26.17,79.11,53.51,2022-07-15 07:05:02
26.6,79.88,52.7,2022-07-15 08:05:02
27.14,80.85,51.69,2022-07-15 09:05:02
27.53,81.55,51.49,2022-07-15 10:05:02
27.86,82.15,51.14,2022-07-15 11:05:02
28.12,82.62,50.99,2022-07-15 12:05:02
28.23,82.81,51.11,2022-07-15 13:05:02
28.22,82.8,48.73,2022-07-15 14:05:02
28.24,82.83,47.57,2022-07-15 15:05:01
28.42,83.16,49.54,2022-07-15 16:05:02
28.56,83.41,49.98,2022-07-15 17:05:02
28.27,82.89,46.8,2022-07-15 18:05:02
27.68,81.82,44.92,2022-07-15 19:05:02
27.12,80.82,43.78,2022-07-15 20:05:02
26.63,79.93,43.16,2022-07-15 21:05:02
26.18,79.12,42.6,2022-07-15 22:05:02
25.75,78.35,42.43,2022-07-15 23:05:02
25.37,77.67,42.16,2022-07-16 00:05:02
25.03,77.05,41.15,2022-07-16 01:05:02
24.59,76.26,41.38,2022-07-16 02:05:02
24.63,76.33,44.55,2022-07-16 03:05:02
24.44,75.99,42.89,2022-07-16 04:05:01
24.55,76.19,44.83,2022-07-16 05:05:02
24.64,76.35,44.8,2022-07-16 06:05:02
25.02,77.04,46.94,2022-07-16 07:05:02
25.53,77.95,50.34,2022-07-16 08:05:02
26.28,79.3,50.45,2022-07-16 09:05:02
26.69,80.04,49.81,2022-07-16 10:05:02
27.05,80.69,49.32,2022-07-16 11:05:02
27.05,80.69,46.94,2022-07-16 12:05:02
26.42,79.56,44.45,2022-07-16 13:05:02
26.58,79.84,46.39,2022-07-16 14:05:02
26.32,79.38,43.01,2022-07-16 15:05:02
25.75,78.35,40.97,2022-07-16 16:05:02
25.8,78.44,45.11,2022-07-16 17:05:02
26.28,79.3,47.27,2022-07-16 18:05:02
26.26,79.27,44.71,2022-07-16 19:05:02
25.66,78.19,42.69,2022-07-16 20:05:02
25.07,77.13,42.21,2022-07-16 21:05:01
24.76,76.57,42.05,2022-07-16 22:05:02
25.12,77.22,46.87,2022-07-16 23:05:02
25.51,77.92,48.0,2022-07-17 00:05:02
25.82,78.48,48.06,2022-07-17 01:05:02
26.01,78.82,47.9,2022-07-17 02:05:02
26.19,79.14,47.97,2022-07-17 03:05:02
26.33,79.39,48.21,2022-07-17 04:05:02
26.4,79.52,48.5,2022-07-17 05:05:02
26.43,79.57,48.57,2022-07-17 06:05:02
26.1,78.98,47.57,2022-07-17 07:05:02
26.27,79.29,48.61,2022-07-17 08:05:02
26.88,80.38,51.02,2022-07-17 09:05:02
27.16,80.89,47.37,2022-07-17 10:05:02
26.66,79.99,44.71,2022-07-17 11:05:02
26.12,79.02,43.77,2022-07-17 12:05:02
25.67,78.21,43.39,2022-07-17 13:05:02
25.29,77.52,43.1,2022-07-17 14:05:02
26.39,79.5,46.52,2022-07-17 15:05:02
26.22,79.2,42.9,2022-07-17 16:05:02
26.11,79.0,47.33,2022-07-17 17:05:02
26.42,79.56,49.11,2022-07-17 18:05:02
26.23,79.21,44.8,2022-07-17 19:05:02
25.83,78.49,43.92,2022-07-17 20:05:02
25.55,77.99,45.58,2022-07-17 21:05:02
25.96,78.73,48.84,2022-07-17 22:05:02
26.24,79.23,48.99,2022-07-17 23:05:02
26.5,79.7,48.72,2022-07-18 00:05:02
26.7,80.06,48.87,2022-07-18 01:05:02
26.83,80.29,48.86,2022-07-18 02:05:01
26.84,80.31,48.97,2022-07-18 03:05:02
26.85,80.33,48.93,2022-07-18 04:05:02
26.96,80.53,50.14,2022-07-18 05:05:02
26.83,80.29,48.76,2022-07-18 06:05:02
27.01,80.62,51.18,2022-07-18 07:05:02
27.49,81.48,50.73,2022-07-18 08:05:02
28.07,82.53,49.92,2022-07-18 09:05:02
28.55,83.39,48.97,2022-07-18 10:05:02
28.83,83.89,48.63,2022-07-18 11:05:02
29.0,84.2,48.86,2022-07-18 12:05:02
29.13,84.43,49.25,2022-07-18 13:05:02
29.31,84.76,49.6,2022-07-18 14:05:02
29.47,85.05,49.55,2022-07-18 15:05:02
28.89,84.0,44.99,2022-07-18 16:05:02
28.32,82.98,43.16,2022-07-18 17:05:02
27.8,82.04,42.4,2022-07-18 18:05:02
27.51,81.52,44.45,2022-07-18 19:05:02
27.12,80.82,43.42,2022-07-18 20:05:02
26.69,80.04,41.57,2022-07-18 21:05:02
26.81,80.26,45.03,2022-07-18 22:05:02
26.78,80.2,45.7,2022-07-18 23:05:02
26.66,79.99,45.51,2022-07-19 00:05:02
26.61,79.9,45.06,2022-07-19 01:05:02
26.61,79.9,44.92,2022-07-19 02:05:02
26.57,79.83,45.0,2022-07-19 03:05:02
26.55,79.79,45.41,2022-07-19 04:05:02
26.47,79.65,44.41,2022-07-19 05:05:02
26.49,79.68,46.1,2022-07-19 06:05:02
26.87,80.37,49.28,2022-07-19 07:05:02
27.23,81.01,48.77,2022-07-19 08:05:02
27.79,82.02,48.14,2022-07-19 09:05:02
28.13,82.63,48.01,2022-07-19 10:05:02
28.45,83.21,47.82,2022-07-19 11:05:02
28.64,83.55,47.51,2022-07-19 12:05:02
28.87,83.97,47.79,2022-07-19 13:05:02
28.98,84.16,47.7,2022-07-19 14:05:02
29.07,84.33,47.7,2022-07-19 15:05:02
29.18,84.52,48.08,2022-07-19 16:05:02
29.29,84.72,48.06,2022-07-19 17:05:02
28.46,83.23,41.86,2022-07-19 18:05:02
27.69,81.84,40.77,2022-07-19 19:05:02
27.0,80.6,41.49,2022-07-19 20:05:02
26.92,80.46,43.16,2022-07-19 21:05:02
26.82,80.28,45.37,2022-07-19 22:05:02
26.72,80.1,45.17,2022-07-19 23:05:02
26.67,80.01,44.91,2022-07-20 00:05:02
26.64,79.95,44.9,2022-07-20 01:05:02
26.59,79.86,44.81,2022-07-20 02:05:02
26.58,79.84,44.89,2022-07-20 03:05:02
26.55,79.79,45.54,2022-07-20 04:05:02
26.56,79.81,44.66,2022-07-20 05:05:02
26.53,79.75,45.98,2022-07-20 06:05:02
26.46,79.63,47.99,2022-07-20 07:05:02
26.59,79.86,48.13,2022-07-20 08:05:02
26.76,80.17,49.22,2022-07-20 09:05:02
26.99,80.58,49.34,2022-07-20 10:05:02
27.37,81.27,48.75,2022-07-20 11:05:02
27.56,81.61,48.33,2022-07-20 12:05:02
27.12,80.82,43.21,2022-07-20 13:05:02
26.47,79.65,41.56,2022-07-20 14:05:02
25.83,78.49,40.0,2022-07-20 15:05:02
25.7,78.26,42.79,2022-07-20 16:05:01
25.72,78.3,44.62,2022-07-20 17:05:02
25.6,78.08,43.98,2022-07-20 18:05:02
25.59,78.06,44.13,2022-07-20 19:05:02
25.71,78.28,46.03,2022-07-20 20:05:02
25.47,77.85,42.66,2022-07-20 21:05:02
25.54,77.97,46.12,2022-07-20 22:05:02
25.85,78.53,47.88,2022-07-20 23:05:02
26.0,78.8,47.71,2022-07-21 00:05:02
26.1,78.98,47.89,2022-07-21 01:05:02
26.08,78.94,47.82,2022-07-21 02:05:02
26.13,79.03,48.23,2022-07-21 03:05:02
26.03,78.85,47.78,2022-07-21 04:05:02
26.08,78.94,48.85,2022-07-21 05:05:02
26.13,79.03,49.73,2022-07-21 06:05:02
26.31,79.36,49.57,2022-07-21 07:05:02
26.51,79.72,49.17,2022-07-21 08:05:02
26.89,80.4,49.03,2022-07-21 09:05:02
27.39,81.3,48.07,2022-07-21 10:05:02
27.67,81.81,47.55,2022-07-21 11:05:02
27.79,82.02,46.65,2022-07-21 12:05:02
27.04,80.67,42.3,2022-07-21 13:05:02
26.7,80.06,44.16,2022-07-21 14:05:02
26.52,79.74,43.74,2022-07-21 15:05:02
26.52,79.74,43.56,2022-07-21 16:05:02
26.62,79.92,46.99,2022-07-21 17:05:02
26.56,79.81,46.99,2022-07-21 18:05:02
26.56,79.81,47.14,2022-07-21 19:05:02
26.46,79.63,46.59,2022-07-21 20:05:02
26.39,79.5,47.09,2022-07-21 21:05:02
26.33,79.39,46.22,2022-07-21 22:05:02
26.29,79.32,45.82,2022-07-21 23:05:02
26.35,79.43,46.48,2022-07-22 00:05:02
26.33,79.39,46.41,2022-07-22 01:05:02
26.32,79.38,47.6,2022-07-22 02:05:02
26.29,79.32,48.31,2022-07-22 03:05:02
26.27,79.29,48.89,2022-07-22 04:05:02
26.12,79.02,47.57,2022-07-22 05:05:02
26.12,79.02,50.28,2022-07-22 06:05:02
26.21,79.18,50.42,2022-07-22 07:05:02
26.53,79.75,51.21,2022-07-22 08:05:02
27.0,80.6,50.62,2022-07-22 09:05:01
27.49,81.48,50.02,2022-07-22 10:05:02
27.84,82.11,49.08,2022-07-22 11:05:02
28.07,82.53,49.47,2022-07-22 12:05:02
28.25,82.85,49.31,2022-07-22 13:05:02
28.43,83.17,49.28,2022-07-22 14:05:02
27.98,82.36,45.14,2022-07-22 15:05:02
27.36,81.25,42.94,2022-07-22 16:05:02
26.81,80.26,41.62,2022-07-22 17:05:02
27.01,80.62,45.14,2022-07-22 18:05:02
26.91,80.44,43.7,2022-07-22 19:05:02
26.74,80.13,43.0,2022-07-22 20:05:02
26.58,79.84,45.25,2022-07-22 21:05:02
26.6,79.88,46.99,2022-07-22 22:05:02
26.43,79.57,45.19,2022-07-22 23:05:02
26.44,79.59,45.38,2022-07-23 00:05:02
26.44,79.59,45.3,2022-07-23 01:05:02
26.49,79.68,46.06,2022-07-23 02:05:02
26.49,79.68,47.76,2022-07-23 03:05:02
26.46,79.63,48.4,2022-07-23 04:05:02
26.4,79.52,48.26,2022-07-23 05:05:02
26.41,79.54,48.74,2022-07-23 06:05:02
26.55,79.79,48.99,2022-07-23 07:05:02
26.96,80.53,49.66,2022-07-23 08:05:02
27.17,80.91,50.46,2022-07-23 09:05:01
27.4,81.32,50.57,2022-07-23 10:05:02
27.54,81.57,50.82,2022-07-23 11:05:02
27.68,81.82,53.38,2022-07-23 12:05:02
27.04,80.67,43.91,2022-07-23 13:05:02
26.57,79.83,43.63,2022-07-23 14:05:02
26.81,80.26,47.18,2022-07-23 15:05:02
26.99,80.58,48.26,2022-07-23 16:05:02
26.64,79.95,62.53,2022-07-23 17:05:02
26.68,80.02,59.76,2022-07-23 18:05:02
26.52,79.74,46.77,2022-07-23 19:05:02
26.49,79.68,50.03,2022-07-23 20:05:02
26.4,79.52,48.35,2022-07-23 21:05:01
26.37,79.47,46.52,2022-07-23 22:05:02
26.45,79.61,48.24,2022-07-23 23:05:02
26.42,79.56,49.98,2022-07-24 00:05:02
26.42,79.56,49.87,2022-07-24 01:05:02
26.35,79.43,48.64,2022-07-24 02:05:02
26.47,79.65,50.78,2022-07-24 03:05:02
26.37,79.47,50.76,2022-07-24 04:05:02
26.32,79.38,50.46,2022-07-24 05:05:02
26.25,79.25,50.32,2022-07-24 06:05:02
26.31,79.36,50.37,2022-07-24 07:05:02
26.79,80.22,51.4,2022-07-24 08:05:02
26.79,80.22,45.25,2022-07-24 09:05:02
26.84,80.31,42.44,2022-07-24 10:05:02
26.96,80.53,41.79,2022-07-24 11:05:02
26.92,80.46,42.54,2022-07-24 12:05:02
26.48,79.66,41.69,2022-07-24 13:05:02
26.75,80.15,44.36,2022-07-24 14:05:02
27.34,81.21,45.19,2022-07-24 15:05:02
27.42,81.36,44.05,2022-07-24 16:05:02
27.41,81.34,45.35,2022-07-24 17:05:02
27.16,80.89,42.49,2022-07-24 18:05:02
26.16,79.09,39.61,2022-07-24 19:05:02
25.89,78.6,43.77,2022-07-24 20:05:02
26.1,78.98,45.12,2022-07-24 21:05:02
26.33,79.39,48.05,2022-07-24 22:05:02
26.34,79.41,47.92,2022-07-24 23:05:02
26.37,79.47,48.51,2022-07-25 00:05:02
26.35,79.43,48.94,2022-07-25 01:05:02
26.33,79.39,49.22,2022-07-25 02:05:02
26.36,79.45,49.34,2022-07-25 03:05:02
26.36,79.45,49.29,2022-07-25 04:05:02
26.26,79.27,49.07,2022-07-25 05:05:02
26.2,79.16,49.39,2022-07-25 06:05:02
26.33,79.39,49.49,2022-07-25 07:05:02
26.75,80.15,49.28,2022-07-25 08:05:02
27.15,80.87,48.75,2022-07-25 09:05:02
27.43,81.37,48.74,2022-07-25 10:05:02
27.67,81.81,48.2,2022-07-25 11:05:02
27.79,82.02,48.52,2022-07-25 12:05:02
27.9,82.22,50.04,2022-07-25 13:05:02
28.0,82.4,49.92,2022-07-25 14:05:02
28.15,82.67,49.48,2022-07-25 15:05:02
28.27,82.89,49.19,2022-07-25 16:05:02
28.37,83.07,49.11,2022-07-25 17:05:02
28.42,83.16,49.08,2022-07-25 18:05:02
27.38,81.28,42.7,2022-07-25 19:05:02
26.6,79.88,45.26,2022-07-25 20:05:02
26.1,78.98,47.79,2022-07-25 21:05:02
25.67,78.21,49.92,2022-07-25 22:05:02
25.18,77.32,51.94,2022-07-25 23:05:02
24.74,76.53,54.3,2022-07-26 00:05:02
24.51,76.12,56.72,2022-07-26 01:05:02
24.26,75.67,58.45,2022-07-26 02:05:02
24.02,75.24,57.94,2022-07-26 03:05:01
23.71,74.68,58.17,2022-07-26 04:05:02
23.66,74.59,59.06,2022-07-26 05:05:02
23.64,74.55,60.02,2022-07-26 06:05:02
24.53,76.15,57.9,2022-07-26 07:05:02
25.11,77.2,56.34,2022-07-26 08:05:02
25.61,78.1,55.35,2022-07-26 09:05:02
25.89,78.6,54.55,2022-07-26 10:05:02
26.15,79.07,53.72,2022-07-26 11:05:02
26.34,79.41,53.26,2022-07-26 12:05:02
26.55,79.79,52.85,2022-07-26 13:05:02
26.7,80.06,52.49,2022-07-26 14:05:02
26.86,80.35,52.24,2022-07-26 15:05:02
27.04,80.67,51.96,2022-07-26 16:05:02
27.14,80.85,51.8,2022-07-26 17:05:02
27.22,81.0,51.77,2022-07-26 18:05:02
26.62,79.92,61.42,2022-07-26 19:05:02
25.96,78.73,64.35,2022-07-26 20:05:02
25.58,78.04,63.59,2022-07-26 21:05:02
25.31,77.56,66.83,2022-07-26 22:05:02
25.33,77.59,63.99,2022-07-26 23:05:02
24.99,76.98,62.5,2022-07-27 00:05:02
24.71,76.48,62.4,2022-07-27 01:05:02
24.42,75.96,62.47,2022-07-27 02:05:02
24.13,75.43,62.7,2022-07-27 03:05:02
23.83,74.89,62.47,2022-07-27 04:05:02
23.41,74.14,62.58,2022-07-27 05:05:02
23.29,73.92,62.8,2022-07-27 06:05:01
23.93,75.07,62.45,2022-07-27 07:05:02
24.7,76.46,62.63,2022-07-27 08:05:02
25.67,78.21,60.04,2022-07-27 09:05:02
26.24,79.23,58.64,2022-07-27 10:05:02
26.78,80.2,57.96,2022-07-27 11:05:02
27.04,80.67,57.29,2022-07-27 12:05:02
27.23,81.01,56.78,2022-07-27 13:05:02
27.37,81.27,56.25,2022-07-27 14:05:01
27.49,81.48,55.33,2022-07-27 15:05:02
27.65,81.77,55.3,2022-07-27 16:05:02
27.77,81.99,54.88,2022-07-27 17:05:02
27.76,81.97,51.9,2022-07-27 18:05:02
27.05,80.69,46.22,2022-07-27 19:05:02
26.3,79.34,43.81,2022-07-27 20:05:02
26.4,79.52,49.04,2022-07-27 21:05:01
26.37,79.47,50.26,2022-07-27 22:05:02
26.32,79.38,49.97,2022-07-27 23:05:02
26.28,79.3,49.65,2022-07-28 00:05:02
26.33,79.39,50.31,2022-07-28 01:05:02
26.3,79.34,50.69,2022-07-28 02:05:02
26.28,79.3,51.73,2022-07-28 03:05:02
26.22,79.2,51.84,2022-07-28 04:05:02
26.14,79.05,51.59,2022-07-28 05:05:02
26.08,78.94,52.43,2022-07-28 06:05:02
26.22,79.2,51.8,2022-07-28 07:05:02
26.66,79.99,51.84,2022-07-28 08:05:02
27.13,80.83,51.48,2022-07-28 09:05:02
27.49,81.48,51.07,2022-07-28 10:05:02
27.73,81.91,50.92,2022-07-28 11:05:01
27.84,82.11,50.88,2022-07-28 12:05:02
27.91,82.24,50.87,2022-07-28 13:05:02
27.94,82.29,50.83,2022-07-28 14:05:02
28.03,82.45,50.7,2022-07-28 15:05:02
28.13,82.63,50.67,2022-07-28 16:05:01
28.13,82.63,50.69,2022-07-28 17:05:02
28.17,82.71,50.48,2022-07-28 18:05:01
28.53,83.35,50.73,2022-07-28 19:05:02
27.2,80.96,42.4,2022-07-28 20:05:02
25.75,78.35,43.61,2022-07-28 21:05:02
25.19,77.34,46.72,2022-07-28 22:05:02
24.67,76.41,48.18,2022-07-28 23:05:02
24.22,75.6,49.54,2022-07-29 00:05:02
23.85,74.93,51.12,2022-07-29 01:05:02
23.49,74.28,52.17,2022-07-29 02:05:02
23.25,73.85,53.41,2022-07-29 03:05:02
22.95,73.31,54.06,2022-07-29 04:05:02
22.66,72.79,54.96,2022-07-29 05:05:02
22.35,72.23,55.63,2022-07-29 06:05:02
24.03,75.25,54.36,2022-07-29 07:05:02
24.25,75.65,55.22,2022-07-29 08:05:02
25.52,77.94,52.61,2022-07-29 09:05:02
26.23,79.21,50.4,2022-07-29 10:05:02
26.65,79.97,53.31,2022-07-29 11:05:02
26.95,80.51,51.74,2022-07-29 12:05:02
27.15,80.87,51.11,2022-07-29 13:05:02
